Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
743,"[2400, 2929, 3135, 3289, 3941, 4086, 4442]","[1534, 2293, 6339, 7069, 10649, 12645, 0]",0.025337944146143612,7.35,1
757,"[2400, 2929, 3135, 3749, 3941, 4086, 4442]","[1534, 2293, 6339, 7069, 10649, 12645, 0]",0.030993177089002222,6.95,1
769,"[2400, 2929, 3135, 3749, 3941, 4086, 4442]","[1534, 1749, 6339, 7069, 10649, 12645, 0]",0.048412128366626415,6.06,1
772,"[2400, 2929, 3135, 3749, 3941, 4086, 4442]","[1534, 1749, 6339, 7069, 10649, 12645, 0]",0.048412128366626415,6.06,0
777,"[2400, 2929, 3135, 3749, 3941, 4086, 4442]","[1534, 1749, 6339, 7069, 10649, 12645, 0]",0.048412128366626415,6.06,1
785,"[2400, 2929, 3135, 3749, 3941, 4086, 4442]","[1534, 1749, 6339, 7069, 10649, 12645, 0]",0.048412128366626415,6.06,1
787,"[2400, 2929, 3135, 3749, 3941, 4086, 4480]","[1534, 1749, 6339, 7069, 10649, 12645, 0]",0.0427198383035514,6.31,1
788,"[2400, 2929, 3135, 3749, 3941, 4086, 4480]","[1534, 1749, 6339, 7069, 10649, 12645, 0]",0.0427198383035514,6.31,0
789,"[2400, 2929, 3135, 3749, 3941, 4086, 4480]","[1534, 1749, 4221, 7069, 10649, 12645, 0]",0.08623700743723671,4.9,1
791,"[2400, 2929, 3135, 3749, 3941, 4086, 4480]","[1534, 1749, 4221, 7069, 10649, 12645, 0]",0.08623700743723671,4.9,0
792,"[2400, 2929, 3135, 3749, 3941, 4086, 4500]","[1534, 1749, 4221, 7069, 10649, 12645, 0]",0.08434816072952304,4.95,1
793,"[2400, 2929, 3135, 3749, 3941, 4086, 4500]","[1534, 1749, 4221, 7069, 10649, 17621, 0]",0.0768339010106562,5.13,1
794,"[2400, 2929, 3135, 3749, 3941, 4086, 4500]","[1534, 1749, 4221, 6490, 10649, 17621, 0]",0.07682902781490283,5.13,1
798,"[2400, 2929, 3135, 3749, 3941, 4086, 4500]","[1534, 1749, 5849, 6490, 10649, 17621, 0]",0.03373840176068966,6.78,1
799,"[2400, 2929, 3135, 3749, 3941, 4086, 4500]","[1534, 1749, 5849, 6490, 10649, 17621, 0]",0.03373840176068966,6.78,0
811,"[2400, 2929, 3135, 3749, 3941, 4086, 4500]","[1534, 1749, 5082, 6490, 10649, 17621, 0]",0.08714950294397063,4.88,1
815,"[2400, 2914, 3135, 3749, 3941, 4086, 4500]","[1534, 1749, 5082, 6490, 10649, 17621, 0]",0.08436062137388131,4.95,1
823,"[2400, 2914, 3135, 3749, 3923, 4086, 4500]","[1534, 1749, 5082, 6490, 10649, 17621, 0]",0.08679065018817672,4.89,1
836,"[2400, 2914, 3135, 3749, 3923, 4086, 4500]","[1534, 1749, 5082, 6490, 10649, 17888, 0]",0.07987599244323919,5.05,1
842,"[2400, 2914, 3135, 3749, 3923, 3974, 4500]","[1534, 1749, 5082, 6490, 10649, 17888, 0]",0.04681897010159291,6.12,1
846,"[2400, 2914, 3135, 3749, 3923, 3974, 4500]","[1534, 1749, 5082, 7180, 10649, 17888, 0]",0.043322133679055005,6.28,1
847,"[2400, 2914, 3135, 3749, 3923, 3974, 4500]","[1534, 1749, 5082, 7180, 11331, 17888, 0]",0.046711734383727554,6.13,1
856,"[2400, 2914, 3135, 3749, 3923, 3974, 4500]","[1534, 1749, 5082, 7180, 11331, 16903, 0]",0.04692267322409849,6.12,1
865,"[2400, 2914, 3135, 3749, 3923, 3974, 4500]","[1534, 1749, 5082, 7180, 11331, 17498, 0]",0.04532920290281589,6.19,1
869,"[2400, 2914, 3135, 3749, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 11331, 17498, 0]",0.07612319558267372,5.15,1
875,"[2400, 2914, 3135, 3749, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 11331, 14841, 0]",0.08994830615370898,4.82,1
881,"[2400, 2914, 3135, 3749, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 11331, 14841, 0]",0.08994830615370898,4.82,1
893,"[2400, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 11331, 14841, 0]",0.08954944138163683,4.83,1
901,"[2400, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 11331, 14841, 0]",0.08954944138163683,4.83,0
914,"[2400, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 11331, 14841, 0]",0.08954944138163683,4.83,1
920,"[2400, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 8424, 14841, 0]",0.1275577383368795,4.12,1
922,"[2400, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 8424, 14841, 0]",0.1275577383368795,4.12,1
942,"[2400, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 8424, 13378, 0]",0.14277867310921777,3.89,1
944,"[2400, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 8424, 13378, 0]",0.14277867310921777,3.89,0
948,"[2400, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 8424, 13378, 0]",0.14277867310921777,3.89,0
959,"[2445, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 8424, 13378, 0]",0.16574429398511564,3.59,1
962,"[2445, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 8424, 9966, 0]",0.1400911958543011,3.93,1
968,"[2445, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 8424, 12361, 0]",0.1730984492242464,3.51,1
969,"[2445, 2914, 3135, 3776, 3923, 4150, 4500]","[1534, 1749, 5082, 7180, 8424, 12361, 0]",0.1730984492242464,3.51,0
976,"[2445, 2914, 3135, 3776, 3923, 4150, 4237]","[1534, 1749, 5082, 7180, 8424, 12361, 0]",0.19515175216209477,3.27,1
992,"[2445, 2858, 3135, 3776, 3923, 4150, 4237]","[1534, 1749, 5082, 7180, 8424, 12361, 0]",0.18072809972626558,3.42,1
1011,"[2445, 2880, 3135, 3776, 3923, 4150, 4237]","[1534, 1749, 5082, 7180, 8424, 12361, 0]",0.18922832068037332,3.33,1
1014,"[2445, 2880, 3135, 3776, 3922, 4150, 4237]","[1534, 1749, 5082, 7180, 8424, 12361, 0]",0.18987550960881905,3.32,1
1018,"[2445, 2880, 3135, 3776, 3922, 4150, 4237]","[1534, 1749, 4323, 7180, 8424, 12361, 0]",0.09632254193898285,4.68,1
1024,"[2445, 2880, 3135, 3776, 3994, 4150, 4237]","[1534, 1749, 4323, 7180, 8424, 12361, 0]",0.10326355221291764,4.54,1
1032,"[2445, 2880, 3135, 3776, 3994, 4150, 4237]","[1534, 1749, 4323, 7180, 8424, 9330, 0]",0.0958386978003757,4.69,1
1034,"[2445, 2880, 3135, 3776, 3994, 4150, 4237]","[1534, 2496, 4323, 7180, 8424, 9330, 0]",0.1712999437963006,3.53,1
1038,"[2445, 2880, 3135, 3776, 3994, 4150, 4177]","[1534, 2496, 4323, 7180, 8424, 9330, 0]",0.17080245849940734,3.53,1
1043,"[2400, 2880, 3135, 3776, 3994, 4150, 4177]","[1534, 2496, 4323, 7180, 8424, 9330, 0]",0.14405147969950602,3.88,1
1045,"[2400, 2880, 3135, 3776, 3994, 4150, 4500]","[1534, 2496, 4323, 7180, 8424, 9330, 0]",0.10507445807534656,4.51,1
1046,"[2400, 2849, 3135, 3776, 3994, 4150, 4500]","[1534, 2496, 4323, 7180, 8424, 9330, 0]",0.09600588685556712,4.69,1
1050,"[2400, 2849, 3135, 3776, 3994, 4150, 4500]","[1301, 2496, 4323, 7180, 8424, 9330, 0]",0.11222742026338013,4.37,1
1062,"[2400, 2849, 3135, 3776, 3994, 4150, 4500]","[1301, 2496, 5298, 7180, 8424, 9330, 0]",0.12902289181933183,4.1,1
1064,"[2400, 3060, 3135, 3776, 3994, 4150, 4500]","[1301, 2496, 5298, 7180, 8424, 9330, 0]",0.19649479617390564,3.25,1
1065,"[2400, 3060, 3135, 3776, 3994, 4150, 4500]","[1411, 2496, 5298, 7180, 8424, 9330, 0]",0.16844844172237058,3.56,1
1066,"[2400, 3060, 3135, 3776, 3994, 4150, 4500]","[1192, 2496, 5298, 7180, 8424, 9330, 0]",0.2236359361959797,3.0,1
1081,"[2400, 3060, 3135, 3776, 3994, 4150, 4500]","[1192, 2496, 5298, 7180, 8424, 9330, 0]",0.2236359361959797,3.0,1
